id;descricao;descricao detalhada;unidade de medida;;;;;;
1;359568 - 1,10-FENANTROLINA (ORTO-FENANTROLINA);1,10-FENANTROLINA ORTO (ORTO-FENANTROLINA),ASPECTO FÍSICO PÓ ESBRANQUIÇADO, CRISTALINO ODOR FRACO, PESO MOLECULAR 198,22,FÓRMULAQUÍMICA12H8N2.H20 (MONOHIDRATADA) GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A.;G;;;;;;;;;;;;;
40;347156 - ÁCIDO OXÁLICO;ÁCIDO OXÁLICO,CRISTAL OU PÓ BRANCO CRISTALINO HIGROSCÓPICO, 126,07 G/MOL,  C2H2O4.2H2O, PUREZA MÍNIMA DE 99,5%, REAGENTEACS, CAS 6153−56−6.;KG; PESO MOLECULAR 90;4; FÓRMULA QUÍMICA C2H2O4 ANIDRO; GRAU DE PUREZA MÍNIMA DE 98%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 144-62-7.;G;;;;;;;
41;337144 - ÁCIDO PERACÉTICO;ÁCIDO PERACÉTICO, DOSAGEM 3%, FORMA FÍSICA SOLUÇÃO AQUOSA.;L;126;07 G/MOL;  C2H2O4.2H2O; PUREZA MÍNIMA DE 99;5%; REAGENTEACS; CAS 6153−56−6.;KG;;;;;
42;371973 - ÁCIDO PERCLÓRICO;ÁCIDO PERCLÓRICO, ASPECTO FÍSICO LÍQUIDO INCOLOR OU LEVEMENTE AMARELADO, PESO MOLECULAR 100,46, FÓRMULA QUÍMICA HCLO4, GRAU DE PUREZA CONCENTRAÇÃO MÍNIMA  DE 70%, CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS ISO, NÚMERO DE REFERÊNCIA QUÍMICA CAS7601-90-3.;L; FORMA FÍSICA SOLUÇÃO AQUOSA.;L;;;;;;;;;;;
43;365295 - ÁCIDO PERIÓDICO;ÁCIDO PERÍODICO, PÓ OU CRISTAL BRANCO, INODORO,  227,94 G/MOL,HIO6,  PUREZA MÍNIMA DE 99%, REAGENTE P.A.,CAS 10450−60−9.;G; PESO MOLECULAR 100;46; FÓRMULA QUÍMICA HCLO4; GRAU DE PUREZA CONCENTRAÇÃO MÍNIMA  DE 70%; CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS ISO; NÚMERO DE REFERÊNCIA QUÍMICA CAS7601-90-3.;L;;;;;;
44;347172 - ÁCIDO SALICÍLICO;ÁCIDO SALICÍLICO, ASPECTO FÍSICO PÓ CRISTALINO BRANCO, PESO MOLECULAR 138,12 G/MOL, FÓRMULA QUÍMICA HOC6H4COOH ANIDRO, GRAU DE PUREZA MÍNIMO DE 99%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 69-72-7.;G; INODORO;227;94 G/MOL;HIO6;  PUREZA MÍNIMA DE 99%; REAGENTE P.A.;CAS 10450−60−9.;G;;;;;
45;358020 - ÁCIDO SULFÂMICO;ÁCIDO SULFÂMICO, ASPECTO FÍSICO CRISTAL BRANCO OU INCOLOR, INODORO, CORROSIVO, FÓRMULA QUÍMICA H2NSO3H, PESO MOLECULAR 97,09, TEOR DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 5329-14-6.;G; PESO MOLECULAR 138;12 G/MOL; FÓRMULA QUÍMICA HOC6H4COOH ANIDRO; GRAU DE PUREZA MÍNIMO DE 99%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 69-72-7.;G;;;;;;;
46;347290 - ÁCIDO SULFÚRICO;ÁCIDO SULFÚRICO, ASPECTO FÍSICO LÍQUIDO INCOLOR, FUMEGANTE, VISCOSO, CRISTALINO, FÓRMULA QUÍMICA H2SO4, MASSA MOLECULAR 98,09, GRAU DE PUREZA MÍNIMA DE 99,99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7664-93-9 .;L; INODORO; CORROSIVO; FÓRMULA QUÍMICA H2NSO3H; PESO MOLECULAR 97;9; TEOR DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 5329-14-6.;G;;;;
47;376424 - ÁCIDO TIOBARBITÚRICO;ÁCIDO TIOBARBITÚRICO, ASPECTO FÍSICO PÓ ESBRANQUIÇADO A LEVEMENTE AMARELADO, FÓRMULA QUÍMICA C4H4O2N2S (ÁCIDO 2-TIOBARBITÚRICO), PESO MOLECULAR 144,15, GRAU DE PUREZA MÍNIMA DE 98%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 504-17-6.                     ;G; FUMEGANTE; VISCOSO; CRISTALINO; FÓRMULA QUÍMICA H2SO4; MASSA MOLECULAR 98;9; GRAU DE PUREZA MÍNIMA DE 99;99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7664-93-9 .;L;;
48;347504 - ÁCIDO TRICLOROACÉTICO;ÁCIDO TRICLOROACÉTICO, CRISTAIS BRANCOS, CCL3COOH, 163,39 G/MOL, PUREZA MÍNIMA  DE 99%, REAGENTE P.A., CAS 76−03−9.;G; FÓRMULA QUÍMICA C4H4O2N2S (ÁCIDO 2-TIOBARBITÚRICO); PESO MOLECULAR 144;15; GRAU DE PUREZA MÍNIMA DE 98%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 504-17-6.                     ;G;;;;;;;
49;396597 - ÁCIDOS GRAXOS ESSENCIAIS;ÁCIDOS GRAXOS ESSENCIAIS, COMPOSIÇÃO (TRIGLICERÍDEOS ÁC.CÁPRICO,CAPRÍLICO E LINOLÊICO), COMPONENTES LECITINA DE SOJA, ÓLEOS DE GIRASSOL E COPAÍBA, OUTROS COMPONENTES ASSOCIADOS COM VITAMINAS ´A´ E ´E´, FORMA FARMACÊUTICA GEL. ;FRASCO DE 50G; CCL3COOH;163;39 G/MOL; PUREZA MÍNIMA  DE 99%; REAGENTE P.A.; CAS 76−03−9.;G;;;;;;
50;407584 - ACRILAMIDA (PROPENAMIDA);ACRILAMIDA, ASPECTO FÍSICO PÓ CRISTALINO BRANCO A ESBRANQUIÇADO, INODORO, FÓRMULA QUÍMICA CH2=CHCONH2 (PROP-2-ENAMIDA), MASSA MOLAR 71,07, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P/ ELETROFORESE, NÚMERO DE REGISTRO QUÍMICO CAS 79-06-1.;G;CAPRÍLICO E LINOLÊICO); COMPONENTES LECITINA DE SOJA; ÓLEOS DE GIRASSOL E COPAÍBA; OUTROS COMPONENTES ASSOCIADOS COM VITAMINAS ´A´ E ´E´; FORMA FARMACÊUTICA GEL. ;FRASCO DE 50G;;;;;;;
51;348260 - ÁLCOOL BUTÍLICO;ÁLCOOL BUTÍLICO ( ISOBUTILICO OU ISOBUTANOL, ASPECTO FÍSICO LÍQUIDO LÍMPIDO,INCOLOR,ODOR FORTE CARACTERÍSTICO, PESO MOLECULAR 74,12, FÓRMULA QUÍMICA C4H9OH (ISO-BUTANOL), GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 78-83-1.;L; INODORO; FÓRMULA QUÍMICA CH2=CHCONH2 (PROP-2-ENAMIDA); MASSA MOLAR 71;7; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P/ ELETROFORESE; NÚMERO DE REGISTRO QUÍMICO CAS 79-06-1.;G;;;;;
52;366466 - ÁLCOOL ETÍLICO;ÁLCOOL ETÍLICO (ETANOL), ASPECTO FÍSICO LÍQUIDO LÍMPIDO, INCOLOR, VOLÁTIL, TEOR ALCOÓLICO MÍNIMO DE 99,5¨GL, FÓRMULA QUÍMICA C2H5OH, PESO MOLECULAR 46,07, GRAU DE PUREZA MÍNIMO DE 99,7% P/P INPM, CARACTERÍSTICA ADICIONAL ABSOLUTO, REAGENTE P.A. ACS ISO, NÚMERO DE REFERÊNCIA QUÍMICA CAS 64-17-5.;L;INCOLOR;ODOR FORTE CARACTERÍSTICO; PESO MOLECULAR 74;12; FÓRMULA QUÍMICA C4H9OH (ISO-BUTANOL); GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 78-83-1.;L;;;;
53;405780 - ÁLCOOL ETÍLICO;ÁLCOOL ETÍLICO, ASPECTO FÍSICO LÍQUIDO LÍMPIDO, INCOLOR, VOLÁTIL, TEOR ALCOÓLICO MÍNIMO DE 77 ¨GL (77% V/V A 20 ¨C), FÓRMULA QUÍMICA C2H5OH, PESO MOLECULAR 46,07, GRAU DE PUREZA MÍNIMO DE 70 ¨INPM (70% P/P), CARACTERÍSTICA ADICIONAL HIDRATADO, NÚMERO DE REFERÊNCIA QUÍMICA CAS 64-17-5.;L; INCOLOR; VOLÁTIL; TEOR ALCOÓLICO MÍNIMO DE 99;5¨GL; FÓRMULA QUÍMICA C2H5OH; PESO MOLECULAR 46;7; GRAU DE PUREZA MÍNIMO DE 99;7% P/P INPM; CARACTERÍSTICA ADICIONAL ABSOLUTO; REAGENTE P.A. ACS ISO; NÚMERO DE REFERÊNCIA QUÍMICA CAS 64-17-5.;L
54;380018 - ÁLCOOL ETÍLICO;ÁLCOOL GEL A 70% - ÁLCOOL ETÍLICO, TEOR ALCOÓLICO 70% V/V, COMPOSIÇÃO BÁSICA COM EMOLIENTE, FORMA FARMACÊUTICA GEL.;FRASCO DE 500 ML; INCOLOR; VOLÁTIL; TEOR ALCOÓLICO MÍNIMO DE 77 ¨GL (77% V/V A 20 ¨C); FÓRMULA QUÍMICA C2H5OH; PESO MOLECULAR 46;7; GRAU DE PUREZA MÍNIMO DE 70 ¨INPM (70% P/P); CARACTERÍSTICA ADICIONAL HIDRATADO; NÚMERO DE REFERÊNCIA QUÍMICA CAS 64-17-5.;L;;;
55;348276 - ÁLCOOL PROPÍLICO;ÁLCOOL ISOPROPILICO OU ISO-PROPANOL, ASPECTO FÍSICO LÍQUIDO LÍMPIDO, INCOLOR, ODOR CARACTERÍSTICO, FÓRMULA QUÍMICA (CH3)2CHOH , PESO MOLECULAR* 60,10, GRAU DE PUREZA MÍNIMA DE 99,7%, CARACTERÍSTICA ADICIONAL REAGENTE P/ UV/HPLC, NÚMERO DE REFERÊNCIA QUÍMICA CAS 67-63-0.;L; COMPOSIÇÃO BÁSICA COM EMOLIENTE; FORMA FARMACÊUTICA GEL.;FRASCO DE 500 ML;;;;;;;;;;
56;348266 - ÁLCOOL METÍLICO;ÁLCOOL METÍLICO (METANOL), ASPECTO FÍSICO LÍQUIDO LÍMPIDO, INCOLOR, ODOR CARACTERÍSTICO, FÓRMULA QUÍMICA CH3OH, PESO MOLECULAR 32,04, GRAU DE PUREZA MÍNIMA DE 99,8%, CARACTERÍSTICA ADICIONAL REAGENTE P.A./ ACS ISO,NÚMERO DE REFERÊNCIA QUÍMICA CAS 67-56-1.;L; INCOLOR; ODOR CARACTERÍSTICO; FÓRMULA QUÍMICA (CH3)2CHOH ; PESO MOLECULAR* 60;10; GRAU DE PUREZA MÍNIMA DE 99;7%; CARACTERÍSTICA ADICIONAL REAGENTE P/ UV/HPLC; NÚMERO DE REFERÊNCIA QUÍMICA CAS 67-63-0.;L;;;
57;348273 - ÁLCOOL PROPÍLICO;ÁLCOOL PROPÍLICO, ASPECTO FÍSICO LÍQUIDO LÍMPIDO, INCOLOR, ODOR CARACTERÍSTICO, FÓRMULA QUÍMICA CH3(CH2)2OH (1-PROPANOL OU NORMAL), PESO MOLECULAR* 60,10, GRAU DE PUREZA PUREZA MÍNIMA DE 99,5%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 71-23-8.;L; INCOLOR; ODOR CARACTERÍSTICO; FÓRMULA QUÍMICA CH3OH; PESO MOLECULAR 32;4; GRAU DE PUREZA MÍNIMA DE 99;8%; CARACTERÍSTICA ADICIONAL REAGENTE P.A./ ACS ISO;NÚMERO DE REFERÊNCIA QUÍMICA CAS 67-56-1.;L;;;
58;410959 - COMPOSTO QUÍMICO;ALFA-BISABOLOL, APRESENTAÇÃO LÍQUIDO LÍMPIDO, AMARELO CLARO, FÓRMULA QUÍMICA C15H26O, MASSA MOLAR 222,37, TEOR DE PUREZA TEOR MÍNIMO DE 95%, NÚMERO DE REFERÊNCIA QUÍMICA* CAS 23089-26-1.;ML; INCOLOR; ODOR CARACTERÍSTICO; FÓRMULA QUÍMICA CH3(CH2)2OH (1-PROPANOL OU NORMAL); PESO MOLECULAR* 60;10; GRAU DE PUREZA PUREZA MÍNIMA DE 99;5%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 71-23-8.;L;;;
59;408674 - ALFA-NAFTIL;ALFA-NAFTIL ACETATO, ASPECTO FÍSICO PÓ BRANCO OU ESBRANQUIÇADO, FÓRMULA QUÍMICA CH3CO2C10H7 (1-NAFTIL ACETATO), MASSA MOLECULAR 186,21, GRAU DE PUREZA MÍNIMA  DE 98%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 830-81-9.;G; AMARELO CLARO; FÓRMULA QUÍMICA C15H26O; MASSA MOLAR 222;37; TEOR DE PUREZA TEOR MÍNIMO DE 95%; NÚMERO DE REFERÊNCIA QUÍMICA* CAS 23089-26-1.;ML;;;;;;
60;416787 - ALGINATO;ALGINATO, FÓRMULA QUÍMICA (C6H7O6NA)N ALGINATO DE SÓDIO, ASPECTO FÍSICO PÓ OU GRANULADO BRANCO A LEVEMENTE AMARELADO, GRAU DE PUREZA MÍNIMA DE 98%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 9005-38-3.;G; FÓRMULA QUÍMICA CH3CO2C10H7 (1-NAFTIL ACETATO); MASSA MOLECULAR 186;21; GRAU DE PUREZA MÍNIMA  DE 98%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 830-81-9.;G;;;;;;;
61;403800 - AMIDO;AMIDO, ASPECTO FÍSICO PÓ FINO BRANCO A ESBRANQUIÇADO, INODORO, FÓRMULA QUÍMICA (C6H10O5)N, GRAU DE PUREZA TEOR MÁXIMO DE 0,7% DE MALTOSE (AÇÚCAR REDUTOR), CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS ISO, NÚMERO DE REFERÊNCIA QUÍMICA CAS 9005-84-9.;G; ASPECTO FÍSICO PÓ OU GRANULADO BRANCO A LEVEMENTE AMARELADO; GRAU DE PUREZA MÍNIMA DE 98%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 9005-38-3.;G;;;;;;;;;
62;348967 - ANIDRIDO ACÉTICO;ANIDRIDO ACÉTICO, ASPECTO FÍSICO LÍQUIDO INCOLOR, TRANSLÚCIDO, ODOR PICANTE, PESO MOLECULAR 102,09 G/MOL, FÓRMULA QUÍMICA (CH3CO)2O, GRAU DE PUREZA MÍNIMO 98,5%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 108-24-7.;L; INODORO; FÓRMULA QUÍMICA (C6H10O5)N; GRAU DE PUREZA TEOR MÁXIMO DE 0;7% DE MALTOSE (AÇÚCAR REDUTOR); CARACTERÍSTICA ADICIONAL REAGENTE P.A. ACS ISO; NÚMERO DE REFERÊNCIA QUÍMICA CAS 9005-84-9.;G;;;;;;
63;413922 - ANILINA;ANILINA (N,N-DIETILANILINA), ASPECTO FÍSICO LÍQUIDO INCOLOR A AMARELADO, PESO MOLECULAR 149,23, FÓRMULA QUÍMICA (C2H5)2NC6H5 , GRAU DE PUREZA MÍNIMA DE 99,5%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 91-66-7.;ML; TRANSLÚCIDO; ODOR PICANTE; PESO MOLECULAR 102;09 G/MOL; FÓRMULA QUÍMICA (CH3CO)2O; GRAU DE PUREZA MÍNIMO 98;5%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 108-24-7.;L;;;
64;414404 - ARABINOSE;ARABINOSE L, ASPECTO FÍSICO PÓ BRANCO OU ESBRANQUIÇADO, PESO MOLECULAR 150,13, FÓRMULA QUÍMICA C5H10O5 [L-(+)-ARABINOSE], GRAU DE PUREZA MÍNIMA DE 99,5%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 5328-37-0.;G; ASPECTO FÍSICO LÍQUIDO INCOLOR A AMARELADO; PESO MOLECULAR 149;23; FÓRMULA QUÍMICA (C2H5)2NC6H5 ; GRAU DE PUREZA MÍNIMA DE 99;5%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 91-66-7.;ML;;;;
65;363453 - AZIDA SÓDICA;AZIDA SÓDICA, COMPOSIÇÃO QUÍMICA NAN3, PESO MOLECULAR 65,01, ASPECTO FÍSICO PÓ BRANCO CRISTALINO OU CRISTAL INCOLOR, INODORO, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 26628-22-8.;G; PESO MOLECULAR 150;13; FÓRMULA QUÍMICA C5H10O5 [L-(+)-ARABINOSE]; GRAU DE PUREZA MÍNIMA DE 99;5%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 5328-37-0.;G;;;;;;
66;244472 - BÁLSAMO DO CANADÁ;BÁLSAMO DO CANADÁ, RESINA EXTRAÍDA DA MADEIRA, LÍQUIDO VISCOSO, AMARELO−CLARA, 0,99 G/ML.;L; PESO MOLECULAR 65;1; ASPECTO FÍSICO PÓ BRANCO CRISTALINO OU CRISTAL INCOLOR; INODORO; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 26628-22-8.;G;;;;;
67;370338 - BENZALDEÍDO;BENZALDEÍDO, ASPECTO FÍSICO LÍQUIDO LÍMPIDO, INCOLOR, FÓRMULA QUÍMICA C6H5CHO, PESO MOLECULAR 106,12, GRAU DE PUREZA MÍNIMA DE 98%, CARACTERÍSTICA ADICIONAL REAGENTE, ISENTO DE CLORO, NÚMERO DE REFERÊNCIA QUÍMICA CAS 100-52-7. FRASCO DE 1L;L; LÍQUIDO VISCOSO; AMARELO−CLARA;0;99 G/ML.;L;;;;;;;;
68;355927 - BENZOFENONA;BENZOFENONA, ASPECTO FÍSICO FLOCOS OU CRISTAIS BRANCOS, ODOR DE ROSAS, COMPOSIÇÃO QUÍMICA C13H100, PUREZA MÍNIMA DE 99%, PESO MOLECULAR 182,22, NÚMERO DE REFERÊNCIA QUÍMICA CAS 119-61-9.;KG; INCOLOR; FÓRMULA QUÍMICA C6H5CHO; PESO MOLECULAR 106;12; GRAU DE PUREZA MÍNIMA DE 98%; CARACTERÍSTICA ADICIONAL REAGENTE; ISENTO DE CLORO; NÚMERO DE REFERÊNCIA QUÍMICA CAS 100-52-7. FRASCO DE 1L;L;;;;
69;76546 - REAGENTE PARA TINTA;BETA-CAROTENO, ASPECTO FÍSICO PÓ CRISTALINO LARANJA AVERMELHADO, FÓRMULA QUÍMICA C40.H56(TIPO I) SINTÉTICO, PESO MOLECULAR 536,87, GRAU DE PUREZA MÍNIMA DE 95%, CARACTERÍSTICA ADICIONAL REAGENTE P/ UV, NÚMERO DE REFERÊNCIA QUÍMICA CAS 7235-40-7. ;FRASCO DE 10MG; ODOR DE ROSAS; COMPOSIÇÃO QUÍMICA C13H100; PUREZA MÍNIMA DE 99%; PESO MOLECULAR 182;22; NÚMERO DE REFERÊNCIA QUÍMICA CAS 119-61-9.;KG;;;;;;
70;347670 - BICARBONATO DE POTÁSSIO;BICARBONATO DE POTÁSSIO, ASPECTO FÍSICO CRISTAL BRANCO, INODORO, PESO MOLECULAR 100,12, FÓRMULA QUÍMICA KHCO3, GRAU DE PUREZA MÍNIMA DE 99,5%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 298-14-6.;KG; FÓRMULA QUÍMICA C40.H56(TIPO I) SINTÉTICO; PESO MOLECULAR 536;87; GRAU DE PUREZA MÍNIMA DE 95%; CARACTERÍSTICA ADICIONAL REAGENTE P/ UV; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7235-40-7. ;FRASCO DE 10MG;;;;;;
71;271052 - BICARBONATO DE SÓDIO;BICARBONATO DE SÓDIO, ASPECTO FÍSICO PÓ BRANCO, FINO, PESO MOLECULAR 84,01, FÓRMULA QUÍMICA NAHCO3, GRAU DE PUREZA MÍNIMA DE 99,5%, CARACTERISTICA ADICIONAL REAGENTE P.A./ ACS, NÚMERO DE REFERÊNCIA QUÍMICA* CAS 144-55-8  .;FRASCO DE 500G; INODORO; PESO MOLECULAR 100;12; FÓRMULA QUÍMICA KHCO3; GRAU DE PUREZA MÍNIMA DE 99;5%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 298-14-6.;KG;;;;
72;366468 - BIFTALATO DE POTÁSSIO;BIFTALATO DE POTÁSSIO, ASPECTO FÍSICO PÓ OU CRISTAL  BRANCO OU INCOLOR, INODORO, PESO MOLECULAR 204,23, FÓRMULA QUÍMICA HOOC-C6H4COOK, GRAU DE PUREZA MÍNIMA DE 99,5%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 877-24-7.;KG; FINO; PESO MOLECULAR 84;1; FÓRMULA QUÍMICA NAHCO3; GRAU DE PUREZA MÍNIMA DE 99;5%; CARACTERISTICA ADICIONAL REAGENTE P.A./ ACS; NÚMERO DE REFERÊNCIA QUÍMICA* CAS 144-55-8  .;FRASCO DE 500G;;;;
73;328120 - BIS ACRILAMIDA;BIS-ACRILAMIDA, ASPECTO FÍSICO PÓ, CONCENTRAÇÃO > 99%, CARACTERÍSTICAS ADICIONAIS LIVRE DE DNASE, RNASE E PROTEASE.;G; INODORO; PESO MOLECULAR 204;23; FÓRMULA QUÍMICA HOOC-C6H4COOK; GRAU DE PUREZA MÍNIMA DE 99;5%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 877-24-7.;KG;;;;
74;347654 - BISSULFITO DE SÓDIO;BISSULFITO DE SÓDIO, ASPECTO FÍSICO PÓ BRANCO CRISTALINO, FÓRMULA QUÍMICA NAHSO3, PESO MOLECULAR 104,06, GRAU DE PUREZA TEOR DE (SO2) MÍNIMO DE 58,5%, CARACTERÍSTICA  ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7631-90-5.;KG; CONCENTRAÇÃO > 99%; CARACTERÍSTICAS ADICIONAIS LIVRE DE DNASE; RNASE E PROTEASE.;G;;;;;;;;;
75;379044 - BROMETO DE ETÍDIO;BROMETO DE ETÍDIO, ASPECTO FÍSICO PÓ CRISTALINO VERMELHO ESCURO, FÓRMULA QUÍMICA C21H20BRN3, PESO MOLECULAR 394,31, GRAU DE PUREZA MÍNIMA DE 95%, NÚMERO DE REFERÊNCIA QUÍMICA CAS 1239-45-8.;G; FÓRMULA QUÍMICA NAHSO3; PESO MOLECULAR 104;6; GRAU DE PUREZA TEOR DE (SO2) MÍNIMO DE 58;5%; CARACTERÍSTICA  ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7631-90-5.;KG;;;;;
76;355882 - BROMETO DE SÓDIO;BROMETO DE SÓDIO, ASPECTO FÍSICO PÓ, CRISTAIS OU GRÂNULOS BRANCOS, INODOROS, PESO MOLECULAR 102,89, FÓRMULA QUÍMICA NABR, GRAU DE PUREZA MÍNIMA DE 99%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7647-15-6 .;KG; FÓRMULA QUÍMICA C21H20BRN3; PESO MOLECULAR 394;31; GRAU DE PUREZA MÍNIMA DE 95%; NÚMERO DE REFERÊNCIA QUÍMICA CAS 1239-45-8.;G;;;;;;;
77;347613 - BROMO;BROMO, ASPECTO FÍSICO LÍQUIDO ESCURO, MARROM-AVERMELHADO, FUMEGANTE, FÓRMULA QUÍMICA BR2, PESO MOLECULAR 159,81, GRAU DE PUREZA MÍNIMA DE 99,5%, CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 7726-95-6.;ML; CRISTAIS OU GRÂNULOS BRANCOS; INODOROS; PESO MOLECULAR 102;89; FÓRMULA QUÍMICA NABR; GRAU DE PUREZA MÍNIMA DE 99%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7647-15-6 .;KG;;;;
78;348043 - CÂNFORA;CÂNFORA, ASPECTO FÍSICO FINO CRISTAL INCOLOR, DE ODOR AROMÁTICO PENETRANTE, FÓRMULA QUÍMICA C10H6O, MASSA MOLECULAR 152,23, GRAU DE PUREZA MÍNIMA DE 98%, CARACTERÍSTICA ADICIONAL REAGENTE, NÚMERO DE REFERÊNCIA QUÍMICA CAS 76-22-2.;KG; MARROM-AVERMELHADO; FUMEGANTE; FÓRMULA QUÍMICA BR2; PESO MOLECULAR 159;81; GRAU DE PUREZA MÍNIMA DE 99;5%; CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 7726-95-6.;ML;;;
79;347927 - CARBONATO DE AMÔNIO;CARBONATO DE AMÔNIO, ASPECTO FÍSICO CRISTAL INCOLOR OU PÓ BRANCO, ODOR CARACTERÍSTICO, PESO MOLECULAR 96,09, FÓRMULA QUÍMICA (NH4)2CO3, GRAU DE PUREZA MÍNIMA DE 99%(TEOR MÍNIMO DE 30% DE AMÔNIA), CARACTERÍSTICA ADICIONAL REAGENTE P.A., NÚMERO DE REFERÊNCIA QUÍMICA CAS 506-87-6.;G; DE ODOR AROMÁTICO PENETRANTE; FÓRMULA QUÍMICA C10H6O; MASSA MOLECULAR 152;23; GRAU DE PUREZA MÍNIMA DE 98%; CARACTERÍSTICA ADICIONAL REAGENTE; NÚMERO DE REFERÊNCIA QUÍMICA CAS 76-22-2.;KG;;;;;
80;347884 - CARBONATO DE CÁLCIO;CARBONATO DE CÁLCIO, ASPECTO FÍSICO PRECIPITADO, PÓ BRANCO, FINO, INODORO, HIGROSCÓPICO, PESO MOLECULAR 100,09, FÓRMULA QUÍMICA CACO3, GRAU DE PUREZA  MÍNIMA DE 99%, CARACTERISTICA ADICIONAL REAGENTE P.A. / ACS, NÚMERO DE REFERÊNCIAQUÍMICA    CAS 471-34-1.;KG; ODOR CARACTERÍSTICO; PESO MOLECULAR 96;9; FÓRMULA QUÍMICA (NH4)2CO3; GRAU DE PUREZA MÍNIMA DE 99%(TEOR MÍNIMO DE 30% DE AMÔNIA); CARACTERÍSTICA ADICIONAL REAGENTE P.A.; NÚMERO DE REFERÊNCIA QUÍMICA CAS 506-87-6.;G;;;;;
